1871927, 2451020
1908927, 2128931
2637483, 2925000
2147056, 2373673
2427373, 29129714
2618798, 3639552
1682037, 2604369
2264492, 3409663
1784443, 2662405
2002307, 3320363
1645372, 2674832
1868821, 2096469
2502958, 2742684
2156872, 2834984
2347019, 2591528
1939974, 2479535
2422917, 3058342
3274906, 4004975
2573999, 2800004
2067651, 2761847
2197992, 2870692
2906703, 3159928
2230710, 2460397
2289957, 2535921
2213686, 2435171
2362344, 3034633
2497045, 3164062
2318315, 3020865
2117801, 2333578
2160504, 2825356
1926602, 2571159
2170528, 2397226
2010563, 2242126
3071545, 3324028
2435037, 2657257
2123647, 2942971
2449979, 2670026
2571666, 3253441
2290899, 2841179
2942168, 3670293
2560607, 3252459
10940911, 11852260
2638634, 2861406
2089561, 2311811
9210083, 10188760
2113598, 2336732
2041312, 2569819
3484177, 3892607
10950388, 11260655
3394596, 4135654
2177198, 2561431
2309612, 2957934
2149858, 2396757
2216346, 2445220
1997927, 2402996
2250557, 2468784
4074508, 4282349
1601595, 2175534
2547611, 2773255
2239382, 2963798
2033216, 2702502
2079796, 2801194
6129551, 6384947
2154692, 2416417
2447199, 3111922
2027739, 2246903
2657445, 2885777
2623412, 2859509
2406018, 2625089
2654241, 2920566
2326377, 2987226
2174468, 2814293
2684337, 2922234
2495529, 2735529
11312299, 12374626
2194699, 2421703
2086779, 2298410
2273048, 2511983
3033638, 3285298
1957475, 2635917
2853176, 3082187
2625129, 3260658
1999528, 2223459
2045455, 2330305
2198912, 2886117
1869700, 2117548
3656272, 3899174
2335864, 2552068
3669815, 3891928
2595364, 3286168
2604401, 2823034
2088016, 2838060
1984195, 2203682
17047566, 18487604
2926108, 3938554
2085938, 2321349
2537625, 2760341
2399204, 2647579
5607452, 6147438
2197951, 3465006
2118069, 2363570
1944022, 2591991
1964834, 2251495
2007656, 2687119
2723437, 3393500
3000960, 3264059
1960848, 2173759
2276287, 2501138
1990181, 2219351
1831992, 2507421
2311153, 2540809
2200521, 2877513
2224416, 2450536
1954590, 2599159
2632180, 3274555
2055522, 2271633
2325928, 2552920
1994873, 2251399
2020439, 2241246
2095621, 2774633
2842541, 3094646
11085573, 12096167
2252166, 2485317
2477905, 3146608
2890013, 3620230
4378039, 4632249
2056433, 2272816
2069358, 2307345
2023961, 2253681
2264297, 2922945
3236974, 3464260
2892359, 3730650
3527436, 3802868
2066372, 2752861
2655664, 3303004
2465526, 2702100
2096842, 2315206
1969906, 2184059
2425219, 2666515
5478847, 6198767
5754630, 6017358
3704531, 4464002
2256091, 2507360
5700564, 6391394
1979592, 2664192
2094797, 2315182
2136859, 2352128
2562001, 2810494
2256058, 2468559
2129571, 2366991
2572921, 3129871
2906716, 3537590
2151535, 2385000
2373861, 3049641
2093576, 2745976
2087496, 2334941
2539311, 2774639
2315585, 2562263
2408739, 2693736
2978990, 3738665
2931842, 3187356
2000712, 2735805
2511624, 2752573
2618237, 3240867
2990419, 3705453
2932970, 3178427
2394004, 2603544
3646825, 3900567
1995745, 2211977
1771808, 2396853
2343484, 2566210
2023423, 2733005
2219335, 2439406
2003173, 2696549
3078093, 3762071
2816907, 3055854
1910014, 2165969
2082759, 2329058
2114976, 2345178
2784823, 3183234
1839337, 2043673
2237796, 2926983
2607942, 2826732
2064785, 2781352
2617475, 3304861
2834421, 3401894
2359155, 2584373
2110819, 2333246
2139539, 2345946
2400960, 3057608
2236947, 2461034
1968272, 2674679
2453901, 2699716
2354889, 3045660
4981449, 5855455
2212636, 2432931
2017567, 2253603
2172984, 2420426
3389884, 4039702
3099897, 3810024
10326555, 11271761
2328618, 3036473
2434539, 2679259
3061320, 3780065
2279163, 2974714
2577398, 2860601
2317418, 2539196
3234238, 3503811
2894498, 3139056
2063413, 2754616
2491398, 3141858
2290232, 2935927
3029419, 3313581
2098743, 2827071
4472675, 5259613
2320508, 2549525
2976234, 3217107
2379526, 2629378
2350235, 2592757
1950815, 2169463
2057257, 2706105
2098759, 2796294
1960487, 2220097
2344348, 3023528
1919131, 2600373
4799115, 5694006
2098327, 2342371
2937483, 3184667
2001710, 2231801
1926439, 2152222
2476511, 3235190
2265893, 2963197
1961718, 2189569
3008388, 3738462
2193737, 4286562
2889525, 3667907
2004667, 2249340
1853290, 2058241
3228992, 3452322
2419170, 2687521
1745722, 2115713
2911284, 3609304
2227347, 2448143
1899489, 2597234
2052782, 2766047
2991207, 4238125
1991022, 3129203
2381500, 3539656
2073047, 3218925
2163756, 3410035
1524881, 2199430
2047025, 2261414
1964660, 2184967
2176297, 2389679
3271104, 3528829
1962844, 2185836
2072103, 2735261
2231524, 2881422
2280330, 2505408
1893104, 2119530
2155971, 2366650
2072960, 2358305
5765809, 6018108
2677772, 3239804
2016084, 2262590
1929461, 2159610
2345413, 4520306
2379352, 3328725
2021779, 2687478
2165189, 2940422
2489287, 2717577
1978892, 2562202
2889535, 3128317
1955486, 2187712
2022912, 2247582
2608555, 2829017
2065995, 2761777
5474638, 6191367
2374105, 3061082
2924639, 3603726
2216334, 2869661
