5214217
221659032, 234561520
1231489
36367687, 44913438
22337230, 24150516
183322350, 187329194
23431936, 24853836
28321581, 29144289
11726995, 15154817
4099582, 4915995
2928895, 3558400
4550012, 5405928
2371008, 3275278
3644020, 4510772
1892198, 2697304
4589508, 5584877
3474493, 4430816
3612655, 6366613
15628327, 16529211
6890912, 10083651
8811842, 10160865
1528089, 2357195
6390660, 7367334
4282269, 6762062
4970533, 6188570
4871709, 6487899
12152290, 18236394
3057489, 3900671
47976253, 53565947
3274595, 4186601
2974533, 3901980
2657024, 3759967
10284268, 11244878
3666473, 4401800
5809043, 6717565
1804091, 2700366
3680877, 7686588
1994798, 8464130
2579246, 3403023
1833847, 2658358
1743145, 2620229
2141016, 2970423
4349152, 5954311
3296756, 6538701
1805985, 2546298
3346750, 4270780
2263272, 3091686
2004206, 3532612
4858416, 6399956
8032682, 9155844
11447816, 14642958
3177631, 5430450
6238221, 9905031
6729417, 8098700
26780362, 29451029
11245110, 12424601
3937340, 5718342
9662335, 11191537
4307951, 5118195
9387725, 10346362
1925225, 15261119
3744432, 18125517
5425723, 6971856
2105791, 4174422
6341930, 7525528
1922948, 2720926
1700944, 2581215
10059168, 15932577
2929780, 9158076
7244898, 12691090
3961871, 4967171
2997925, 4264415
1859211, 2624247
7130405, 8055861
4713123, 6809431
2730473, 4275545
12075821, 20217740
23241130, 34084758
20591928, 26165859
6495760, 10312175
15901675, 22302185
2761246, 3553328
30318989, 39488670
8161038, 10900419
63500567, 68244909
11294637, 15866853
3867124, 8731742
7738848, 11551918
6074746, 7373491
15882451, 18134557
10647949, 15258217
19019857, 21355338
1564813, 2507996
104996651, 109031152
2026274, 3094829
9494876, 10705884
13242218, 32082721
21422713, 26353566
19687548, 24981675
20246668, 24431748
34939286, 39897143
16459870, 20913256
38649757, 43616493
139121020, 140066200
76575936, 77301531
72403470, 73608488
65117715, 67007553
72370236, 76184640
68731634, 71662923
89291272, 90204660
90274854, 92395255
153442172, 156062686
105481482, 107257815
4958225, 6410137
3281228, 5106416
7584161, 9871205
10519403, 13542466
3785395, 5191510
2527255, 3307151
7511364, 9089608
31832288, 33342178
31854752, 34915635
4148980, 5035705
2141056, 3123401
4685665, 6094841
7158178, 8812859
4279350, 5468395
12447920, 13635884
4922020, 6101148
15656520, 20408592
13469801, 18195282
2209826, 3213637
14458730, 19387148
1980150, 2884804
3885074, 4831733
2692529, 3762020
1744589, 2700368
4171281, 5579940
2144263, 2989347
6623419, 7538209
6424161, 7348178
1693293, 2527845
6061093, 10282913
1392617, 2182022
1710434, 2615697
114187562, 116299646
9920718, 11853484
2141674, 16219513
3809405, 6923523
7435573, 10235291
4132184, 4765329
1468576, 2438787
5265393, 6405376
7048587, 11485326
13454450, 28199529
3701252, 4644393
2349739, 3342368
1453161, 3530783
19878944, 22167294
24359465, 26045035
28240993, 30414222
10571231, 13370940
13937136, 16324221
32374698, 38712211
21258582, 27275492
11034123, 14232709
51544001, 55327643
1842309, 2759643
17066156, 18457245
10895745, 13584590
20056209, 23517763
14717201, 18630744
10770355, 12147759
26999579, 28051424
40756082, 42072167
25690207, 26773157
14129103, 17297979
6762241, 7935734
5694518, 10472889
9090773, 9934526
3483464, 13750807
5953000, 6718690
2346500, 3879839
12153231, 13183692
3568928, 6344499
1929136, 30574126
31985064, 32900897
2539138, 3462911
2222983, 3295074
2301868, 3170131
1682144, 2584928
1832049, 2724304
4572275, 6618940
2429131, 3353455
6442059, 7516433
10737603, 12591633
11942191, 13385564
18001897, 21121126
4026100, 4996317
1940292, 2935913
2897071, 6568789
5718944, 6671465
1738920, 2569808
7533417, 8717839
5678999, 6802445
10630126, 12054357
2558626, 15350067
18043113, 19830780
1712947, 2673649
4230478, 5385485
2413583, 3166762
5929407, 6898454
2126706, 2999372
2328654, 3366755
6136682, 7328532
13333217, 14639189
4163285, 9662646
10984749, 19123811
9653134, 20250745
3665260, 5090975
2124242, 2934871
2079600, 2984983
1803798, 2598624
2083191, 3065885
1926851, 2861684
22613727, 24194033
19827126, 22084436
3415915, 6180437
6387056, 10376479
14804064, 19403028
8659565, 13752908
11203087, 17544112
3923458, 4740352
