54726222, 63328633
41032947, 46392158
16968019, 25709035
1357160, 1472599
47152833, 74926588
55278179, 84120562
55783634, 84910251
55726902, 83474359
1636779, 1818886
1204507, 1309533
4063505, 4771514
640274, 750703
3938703, 4593755
2687547, 2830267
660819, 1155161
3670522, 4283336
3091296, 3270904
2561968, 3296659
2901171, 3027111
1664815, 1778150
6737576, 7287291
9945435, 10186991
816124, 963088
980718, 1085720
1673084, 1801842
2824345, 2989426
5460431, 5570716
1291881, 1496579
643744, 793394
1947359, 2057336
3194642, 3315122
4213896, 4330780
775895, 890410
767782, 881667
1083360, 1196556
1653755, 1795636
2900561, 3026454
1047149, 1255480
617135, 784848
625295, 811210
563134, 671094
628071, 736418
1625311, 1735255
1063648, 1254261
848020, 985537
1260000, 1374476
1322188, 1441326
1695338, 1885110
700931, 861326
2501206, 2645891
2512542, 2623886
743167, 849169
2019316, 2199511
928824, 1068042
584326, 698103
871594, 981719
739085, 873860
615865, 747779
631690, 759060
804734, 937866
692519, 796931
1737720, 1844728
700512, 830598
1530024, 1671126
886759, 1007064
2569621, 2678855
919634, 1056102
974081, 1131907
2008181, 2148716
2927186, 3040137
7031671, 7171256
1684129, 1809062
13536691, 13790346
1418622, 1536562
1386113, 1499495
1426956, 1603542
12113577, 12365620
2528845, 2709946
2955882, 3122308
2614985, 2725658
5504103, 5667279
658890, 770614
825478, 975924
1082751, 1208917
1154417, 1320512
883325, 1069780
661076, 838407
1303428, 1474662
1061845, 1204735
2987077, 3125334
917556, 1051838
1466420, 1577647
8230996, 8366032
1340801, 1456487
1776950, 1968324
1521538, 1654249
1798083, 1946572
1266027, 1410408
3966853, 4114241
3624667, 3731330
4975180, 5121963
7193607, 7324600
1610154, 1740537
1098974, 1253590
1636655, 1770634
1126366, 1267014
16553998, 16822080
1312339, 1456449
3350312, 3524591
4716510, 4846505
6671043, 6805368
8532496, 8649766
1224673, 1366699
1044880, 1159716
1218914, 1626556
940901, 1076875
2923954, 3093907
3803890, 3936114
1455720, 1670846
3573228, 3750931
1206034, 1343811
3429418, 3572924
1257646, 1409340
3513611, 3708329
10712308, 10851114
3271440, 3414931
13599511, 13791083
34439517, 34782549
1832844, 1962493
1114966, 1258275
1833978, 1943141
2583785, 2768093
4693978, 4804219
2312012, 2422830
3506686, 3645697
2050105, 2216668
3878190, 4011771
1413498, 1580843
1347550, 1479395
1110803, 1302355
1230139, 1393514
1307964, 1478457
3385236, 3515887
1433167, 1559924
1289419, 1430075
1317817, 1488201
1320445, 1465613
1185102, 1343545
2431245, 2608525
3629898, 3762080
4904770, 5010711
7477642, 7597945
9901251, 10207728
1397849, 1546270
3239486, 3448448
7910553, 8056715
1163492, 1305090
1307194, 1453213
1314704, 1464568
1117643, 1261074
2232251, 2423884
2020439, 2155212
2410807, 2576863
1269265, 1392989
793588, 4225480
2064595, 2565325
1275758, 1413562
1287738, 1441870
11030930, 11186862
10746522, 10897376
1597021, 1757860
18447099, 18561195
19111831, 19231691
5631683, 5751604
1233712, 1388642
2061313, 2171371
1349018, 1497767
3366926, 3507643
1753206, 1948768
2338622, 2490011
1991925, 2128980
1285204, 1418388
5222578, 5337434
1621836, 1732432
1315999, 1485763
1424233, 1560024
1317058, 1452413
1383289, 1547033
2323557, 2474405
4495057, 4611229
1245641, 1387160
2500010, 2639221
609844, 772318
2992140, 3114152
1616187, 1785911
1486669, 1611080
2238477, 2418750
3485779, 3625589
2996317, 3162682
3853592, 3982488
3191385, 3322119
10113335, 10236551
11341170, 11483562
1008357, 1151228
2946821, 3081581
952794, 1069572
595112, 746864
1869476, 2012907
1420164, 1580395
1258926, 1372071
1687785, 1797902
2871741, 2975693
2260977, 2393734
4546361, 4663380
1121105, 1243024
2863058, 2986124
871028, 1022944
563359, 709409
1419760, 1593488
4417688, 4585103
1995279, 2125603
4232075, 4377740
6311047, 6420334
3960684, 4067545
6999476, 7154686
1299525, 1488336
17774917, 17917635
1354015, 1501338
2377705, 2605693
2272962, 2459975
3071270, 3228725
6145301, 6282370
1933260, 2065963
3271440, 3389115
9650291, 9779355
6144056, 6258823
24439934, 24733064
2401310, 2599027
2497263, 2739940
5218091, 5342387
1595463, 2102435
4151731, 4852951
1984900, 2407279
2207947, 2325916
6984880, 7141311
8286772, 8501448
2446870, 3211766
15140282, 15583327
1496969, 2279798
1238846, 1902101
1122668, 1820674
1142619, 1857839
1120976, 1246150
5932514, 8653083
5479520, 6443818
5996736, 6385170
1718148, 3025263
4614691, 5366295
1208295, 1947728
3144194, 3694470
2073476, 2659592
1297068, 1664977
1700948, 1841005
7283715, 7422202
7274495, 7403622
8719155, 8833878
1184997, 1297131
2949393, 3056938
2493224, 2642607
1403178, 1518724
2803970, 2910128
1477736, 1607751
3654777, 3781964
4498626, 4620125
2981226, 3090202
8036561, 8179035
1885606, 2008703
4016745, 4127491
1509678, 1688178
1784132, 1942993
1315285, 1419274
1553733, 1730073
5327405, 5444486
1751927, 1862747
2607332, 2716729
8744126, 8882463
7457365, 7607136
13001381, 13114522
1587797, 1733344
1148749, 1289051
1387409, 1568312
1201267, 1337343
1864646, 2051688
